episode,reward_agent_0,red_coins,blue_coins
0,10.0,4,6
1,13.0,7,6
2,11.0,6,5
3,4.0,3,1
4,11.0,5,6
5,5.0,5,0
6,5.0,3,2
7,8.0,2,6
8,4.0,3,1
9,8.0,4,4
10,13.0,7,6
11,12.0,9,3
12,12.0,2,10
13,10.0,7,3
14,18.0,6,12
15,11.0,7,4
16,12.0,5,7
17,10.0,6,4
18,9.0,5,4
19,12.0,4,8
20,14.0,10,4
21,12.0,2,10
22,15.0,9,6
23,10.0,5,5
24,16.0,10,6
25,12.0,7,5
26,15.0,7,8
27,17.0,8,9
28,20.0,8,12
29,14.0,10,4
30,11.0,6,5
31,13.0,6,7
32,19.0,12,7
33,18.0,9,9
34,9.0,5,4
35,18.0,12,6
36,14.0,5,9
37,14.0,8,6
38,11.0,5,6
39,17.0,8,9
40,14.0,6,8
41,7.0,4,3
42,21.0,10,11
43,14.0,8,6
44,15.0,8,7
45,9.0,4,5
46,17.0,4,13
47,8.0,6,2
48,18.0,8,10
49,15.0,6,9
50,16.0,5,11
51,11.0,6,5
52,11.0,5,6
53,15.0,8,7
54,15.0,7,8
55,11.0,5,6
56,17.0,7,10
57,15.0,8,7
58,11.0,5,6
59,16.0,8,8
60,15.0,9,6
61,19.0,9,10
62,20.0,11,9
63,16.0,10,6
64,13.0,6,7
65,15.0,7,8
66,15.0,8,7
67,15.0,6,9
68,13.0,7,6
69,17.0,10,7
70,7.0,3,4
71,13.0,6,7
72,17.0,10,7
73,9.0,6,3
74,12.0,6,6
75,13.0,6,7
76,13.0,9,4
77,17.0,7,10
78,9.0,5,4
79,12.0,5,7
80,10.0,6,4
81,18.0,6,12
82,19.0,6,13
83,9.0,4,5
84,16.0,4,12
85,17.0,11,6
86,19.0,10,9
87,15.0,10,5
88,21.0,9,12
89,10.0,6,4
90,15.0,7,8
91,13.0,8,5
92,11.0,7,4
93,14.0,8,6
94,20.0,11,9
95,17.0,7,10
96,14.0,6,8
97,12.0,7,5
98,18.0,8,10
99,12.0,3,9
100,14.0,10,4
101,11.0,5,6
102,15.0,6,9
103,13.0,7,6
104,11.0,5,6
105,17.0,11,6
106,12.0,7,5
107,14.0,9,5
108,21.0,10,11
109,17.0,12,5
110,15.0,9,6
111,21.0,9,12
112,12.0,3,9
113,14.0,4,10
114,19.0,11,8
115,25.0,9,16
116,27.0,10,17
117,13.0,9,4
118,16.0,9,7
119,11.0,5,6
120,14.0,7,7
121,18.0,10,8
122,16.0,5,11
123,18.0,6,12
124,13.0,8,5
125,14.0,8,6
126,16.0,5,11
127,15.0,8,7
128,13.0,8,5
129,11.0,4,7
130,14.0,8,6
131,16.0,8,8
132,21.0,5,16
133,17.0,6,11
134,21.0,11,10
135,17.0,10,7
136,11.0,5,6
137,10.0,8,2
138,10.0,4,6
139,14.0,8,6
140,10.0,6,4
141,15.0,8,7
142,15.0,6,9
143,12.0,4,8
144,12.0,6,6
145,17.0,10,7
146,16.0,8,8
147,17.0,8,9
148,14.0,8,6
149,15.0,11,4
150,14.0,10,4
151,19.0,10,9
152,16.0,9,7
153,22.0,11,11
154,10.0,5,5
155,11.0,10,1
156,17.0,8,9
157,13.0,6,7
158,12.0,4,8
159,12.0,6,6
160,21.0,12,9
161,18.0,7,11
162,5.0,3,2
163,7.0,4,3
164,11.0,4,7
165,19.0,6,13
166,13.0,8,5
167,12.0,3,9
168,10.0,5,5
169,13.0,2,11
170,21.0,10,11
171,14.0,8,6
172,19.0,11,8
173,19.0,9,10
174,13.0,5,8
175,13.0,4,9
176,17.0,6,11
177,15.0,8,7
178,15.0,5,10
179,18.0,8,10
180,10.0,4,6
181,18.0,10,8
182,14.0,8,6
183,12.0,4,8
184,11.0,7,4
185,14.0,6,8
186,12.0,6,6
187,9.0,4,5
188,13.0,4,9
189,15.0,9,6
190,12.0,5,7
191,8.0,4,4
192,17.0,6,11
193,19.0,9,10
194,18.0,9,9
195,12.0,6,6
196,12.0,7,5
197,15.0,10,5
198,14.0,5,9
199,21.0,10,11
200,10.0,4,6
201,18.0,8,10
202,14.0,6,8
203,17.0,9,8
204,19.0,7,12
205,24.0,12,12
206,17.0,10,7
207,14.0,6,8
208,10.0,5,5
209,12.0,6,6
210,17.0,9,8
211,15.0,12,3
212,14.0,9,5
213,17.0,6,11
214,15.0,11,4
215,20.0,10,10
216,14.0,8,6
217,13.0,6,7
218,14.0,7,7
219,18.0,5,13
220,17.0,8,9
221,15.0,7,8
222,11.0,8,3
223,16.0,10,6
224,17.0,8,9
225,17.0,12,5
226,11.0,7,4
227,15.0,5,10
228,16.0,8,8
229,15.0,4,11
230,15.0,7,8
231,19.0,9,10
232,15.0,4,11
233,20.0,8,12
234,15.0,8,7
235,20.0,15,5
236,17.0,5,12
237,14.0,6,8
238,13.0,5,8
239,15.0,5,10
240,16.0,9,7
241,17.0,9,8
242,21.0,14,7
243,12.0,4,8
244,6.0,3,3
245,13.0,9,4
246,21.0,11,10
247,20.0,12,8
248,16.0,7,9
249,14.0,8,6
250,17.0,8,9
251,15.0,7,8
252,9.0,3,6
253,14.0,8,6
254,16.0,8,8
255,11.0,7,4
256,15.0,10,5
257,10.0,5,5
258,16.0,7,9
259,21.0,9,12
260,14.0,8,6
261,15.0,5,10
262,24.0,14,10
263,9.0,2,7
264,8.0,2,6
265,15.0,7,8
266,20.0,14,6
267,15.0,9,6
268,22.0,11,11
269,9.0,4,5
270,18.0,8,10
271,17.0,6,11
272,19.0,8,11
273,13.0,6,7
274,11.0,5,6
275,12.0,7,5
276,15.0,5,10
277,14.0,9,5
278,7.0,4,3
279,16.0,9,7
280,11.0,5,6
281,16.0,9,7
282,11.0,9,2
283,15.0,6,9
284,15.0,8,7
285,10.0,4,6
286,7.0,4,3
287,10.0,4,6
288,15.0,6,9
289,16.0,8,8
290,15.0,9,6
291,15.0,6,9
292,15.0,7,8
293,17.0,11,6
294,9.0,4,5
295,20.0,8,12
296,16.0,8,8
297,16.0,6,10
298,16.0,10,6
299,13.0,8,5
300,11.0,4,7
301,15.0,11,4
302,16.0,8,8
303,19.0,11,8
304,18.0,9,9
305,18.0,13,5
306,12.0,6,6
307,15.0,4,11
308,17.0,11,6
309,11.0,4,7
310,18.0,7,11
311,19.0,14,5
312,22.0,12,10
313,16.0,11,5
314,17.0,9,8
315,11.0,5,6
316,15.0,8,7
317,16.0,8,8
318,17.0,9,8
319,14.0,8,6
320,17.0,10,7
321,16.0,7,9
322,12.0,6,6
323,15.0,6,9
324,10.0,3,7
325,8.0,2,6
326,14.0,5,9
327,19.0,9,10
328,14.0,10,4
329,18.0,8,10
330,21.0,11,10
331,14.0,8,6
332,12.0,5,7
333,17.0,11,6
334,12.0,5,7
335,20.0,9,11
336,14.0,5,9
337,14.0,6,8
338,16.0,8,8
339,14.0,8,6
340,21.0,10,11
341,22.0,11,11
342,12.0,3,9
343,15.0,8,7
344,20.0,9,11
345,14.0,6,8
346,19.0,10,9
347,18.0,11,7
348,20.0,13,7
349,12.0,7,5
350,17.0,11,6
351,22.0,11,11
352,14.0,6,8
353,10.0,5,5
354,17.0,10,7
355,14.0,7,7
356,19.0,8,11
357,13.0,6,7
358,13.0,6,7
359,15.0,6,9
360,13.0,10,3
361,15.0,9,6
362,16.0,6,10
363,8.0,4,4
364,17.0,4,13
365,13.0,7,6
366,11.0,6,5
367,16.0,11,5
368,28.0,17,11
369,12.0,4,8
370,7.0,5,2
371,12.0,7,5
372,15.0,8,7
373,12.0,6,6
374,17.0,8,9
375,16.0,9,7
376,14.0,9,5
377,15.0,7,8
378,19.0,14,5
379,17.0,8,9
380,18.0,10,8
381,16.0,9,7
382,12.0,5,7
383,12.0,5,7
384,11.0,4,7
385,14.0,10,4
386,20.0,11,9
387,16.0,7,9
388,18.0,6,12
389,11.0,8,3
390,14.0,6,8
391,14.0,7,7
392,10.0,6,4
393,11.0,3,8
394,12.0,5,7
395,11.0,4,7
396,18.0,11,7
397,16.0,10,6
398,15.0,7,8
399,18.0,8,10
400,16.0,7,9
401,15.0,5,10
402,18.0,10,8
403,19.0,13,6
404,13.0,5,8
405,13.0,9,4
406,26.0,14,12
407,19.0,13,6
408,12.0,9,3
409,19.0,10,9
410,17.0,7,10
411,15.0,7,8
412,15.0,7,8
413,16.0,5,11
414,16.0,11,5
415,13.0,6,7
416,15.0,9,6
417,15.0,7,8
418,14.0,4,10
419,15.0,8,7
420,12.0,9,3
421,14.0,9,5
422,13.0,9,4
423,17.0,10,7
424,10.0,7,3
425,13.0,7,6
426,21.0,13,8
427,16.0,5,11
428,20.0,10,10
429,14.0,9,5
430,14.0,8,6
431,17.0,7,10
432,16.0,10,6
433,16.0,9,7
434,25.0,13,12
435,10.0,5,5
436,18.0,12,6
437,11.0,4,7
438,13.0,8,5
439,13.0,8,5
440,9.0,6,3
441,20.0,10,10
442,18.0,9,9
443,10.0,4,6
444,16.0,9,7
445,16.0,5,11
446,8.0,5,3
447,12.0,9,3
448,13.0,7,6
449,11.0,8,3
450,20.0,10,10
451,18.0,13,5
452,21.0,9,12
453,9.0,3,6
454,10.0,5,5
455,15.0,8,7
456,19.0,9,10
457,18.0,9,9
458,11.0,7,4
459,13.0,6,7
460,13.0,6,7
461,16.0,7,9
462,16.0,10,6
463,15.0,8,7
464,20.0,10,10
465,14.0,7,7
466,14.0,10,4
467,14.0,10,4
468,18.0,9,9
469,15.0,4,11
470,14.0,6,8
471,13.0,9,4
472,20.0,12,8
473,15.0,8,7
474,13.0,7,6
475,15.0,8,7
476,18.0,13,5
477,15.0,10,5
478,24.0,12,12
479,19.0,11,8
480,10.0,5,5
481,17.0,9,8
482,16.0,8,8
483,18.0,12,6
484,16.0,6,10
485,17.0,9,8
486,10.0,6,4
487,12.0,11,1
488,25.0,16,9
489,19.0,8,11
490,12.0,8,4
491,18.0,11,7
492,18.0,8,10
493,15.0,6,9
494,14.0,9,5
495,11.0,8,3
496,12.0,6,6
497,15.0,7,8
498,19.0,11,8
499,5.0,1,4
500,19.0,14,5
501,22.0,11,11
502,17.0,9,8
503,17.0,13,4
504,11.0,5,6
505,16.0,5,11
506,16.0,10,6
507,16.0,8,8
508,13.0,6,7
509,19.0,11,8
510,17.0,8,9
511,13.0,7,6
512,17.0,3,14
513,18.0,10,8
514,14.0,8,6
515,10.0,6,4
516,13.0,4,9
517,12.0,6,6
518,17.0,8,9
519,13.0,6,7
520,13.0,4,9
521,14.0,8,6
522,13.0,5,8
523,13.0,7,6
524,21.0,5,16
525,11.0,6,5
526,19.0,9,10
527,18.0,12,6
528,11.0,4,7
529,19.0,9,10
530,17.0,7,10
531,11.0,4,7
532,13.0,4,9
533,18.0,8,10
534,10.0,5,5
535,20.0,8,12
536,10.0,5,5
537,11.0,7,4
538,18.0,8,10
539,13.0,8,5
540,16.0,9,7
541,15.0,9,6
542,11.0,6,5
543,13.0,8,5
544,15.0,6,9
545,11.0,3,8
546,9.0,5,4
547,11.0,8,3
548,19.0,10,9
549,17.0,12,5
550,18.0,10,8
551,15.0,6,9
552,17.0,8,9
553,22.0,12,10
554,15.0,4,11
555,11.0,3,8
556,19.0,10,9
557,10.0,5,5
558,22.0,9,13
559,15.0,6,9
560,13.0,8,5
561,10.0,5,5
562,18.0,6,12
563,16.0,9,7
564,16.0,10,6
565,14.0,8,6
566,17.0,10,7
567,15.0,6,9
568,16.0,6,10
569,11.0,9,2
570,15.0,8,7
571,13.0,3,10
572,19.0,12,7
573,16.0,10,6
574,18.0,8,10
575,14.0,6,8
576,24.0,12,12
577,11.0,4,7
578,21.0,15,6
579,16.0,7,9
580,16.0,9,7
581,15.0,9,6
582,16.0,6,10
583,20.0,11,9
584,15.0,5,10
585,20.0,10,10
586,13.0,6,7
587,14.0,8,6
588,13.0,6,7
589,12.0,4,8
590,9.0,3,6
591,20.0,7,13
592,14.0,8,6
593,15.0,8,7
594,11.0,6,5
595,19.0,8,11
596,13.0,2,11
597,12.0,6,6
598,9.0,4,5
599,18.0,6,12
600,12.0,3,9
601,12.0,7,5
602,15.0,8,7
603,16.0,9,7
604,12.0,5,7
605,12.0,7,5
606,19.0,6,13
607,8.0,2,6
608,17.0,13,4
609,20.0,10,10
610,19.0,11,8
611,18.0,6,12
612,19.0,7,12
613,19.0,8,11
614,17.0,6,11
615,12.0,5,7
616,18.0,9,9
617,17.0,6,11
618,12.0,5,7
619,13.0,6,7
620,20.0,11,9
621,11.0,6,5
622,15.0,6,9
623,20.0,8,12
624,19.0,9,10
625,17.0,11,6
626,16.0,7,9
627,14.0,9,5
628,9.0,5,4
629,16.0,9,7
630,15.0,8,7
631,12.0,7,5
632,23.0,11,12
633,11.0,5,6
634,17.0,10,7
635,16.0,9,7
636,9.0,4,5
637,9.0,5,4
638,17.0,8,9
639,14.0,5,9
640,16.0,7,9
641,16.0,9,7
642,17.0,9,8
643,11.0,5,6
644,18.0,11,7
645,21.0,8,13
646,20.0,9,11
647,16.0,8,8
648,9.0,5,4
649,14.0,5,9
650,19.0,10,9
651,18.0,9,9
652,13.0,5,8
653,18.0,13,5
654,13.0,5,8
655,12.0,5,7
656,15.0,11,4
657,18.0,13,5
658,9.0,5,4
659,14.0,4,10
660,14.0,7,7
661,21.0,14,7
662,16.0,6,10
663,13.0,7,6
664,21.0,12,9
665,18.0,10,8
666,9.0,4,5
667,14.0,7,7
668,14.0,9,5
669,13.0,7,6
670,12.0,7,5
671,17.0,8,9
672,9.0,4,5
673,12.0,6,6
674,15.0,9,6
675,13.0,7,6
676,15.0,9,6
677,14.0,4,10
678,11.0,4,7
679,9.0,3,6
680,22.0,8,14
681,14.0,5,9
682,25.0,15,10
683,18.0,8,10
684,15.0,5,10
685,15.0,8,7
686,14.0,6,8
687,15.0,9,6
688,18.0,5,13
689,15.0,8,7
690,15.0,10,5
691,14.0,9,5
692,11.0,6,5
693,19.0,10,9
694,22.0,13,9
695,17.0,8,9
696,13.0,5,8
697,19.0,11,8
698,17.0,9,8
699,11.0,6,5
700,14.0,7,7
701,11.0,6,5
702,20.0,9,11
703,20.0,11,9
704,12.0,10,2
705,9.0,3,6
706,16.0,5,11
707,17.0,8,9
708,11.0,5,6
709,10.0,5,5
710,9.0,3,6
711,21.0,10,11
712,16.0,9,7
713,15.0,10,5
714,19.0,8,11
715,16.0,8,8
716,13.0,7,6
717,12.0,5,7
718,14.0,5,9
719,13.0,4,9
720,20.0,11,9
721,16.0,7,9
722,13.0,5,8
723,14.0,8,6
724,17.0,10,7
725,13.0,8,5
726,20.0,12,8
727,12.0,6,6
728,11.0,4,7
729,15.0,7,8
730,12.0,7,5
731,18.0,8,10
732,23.0,10,13
733,12.0,7,5
734,12.0,3,9
735,17.0,9,8
736,13.0,7,6
737,15.0,8,7
738,21.0,12,9
739,17.0,9,8
740,20.0,9,11
741,7.0,3,4
742,9.0,5,4
743,9.0,3,6
744,17.0,11,6
745,29.0,16,13
746,15.0,5,10
747,16.0,2,14
748,19.0,10,9
749,18.0,8,10
750,10.0,6,4
751,16.0,8,8
752,12.0,7,5
753,17.0,10,7
754,16.0,9,7
755,15.0,6,9
756,12.0,5,7
757,15.0,9,6
758,14.0,8,6
759,21.0,8,13
760,23.0,13,10
761,13.0,8,5
762,15.0,11,4
763,15.0,8,7
764,18.0,9,9
765,12.0,9,3
766,19.0,9,10
767,14.0,9,5
768,11.0,6,5
769,18.0,11,7
770,17.0,10,7
771,10.0,4,6
772,15.0,5,10
773,16.0,9,7
774,20.0,11,9
775,11.0,4,7
776,16.0,9,7
777,22.0,9,13
778,16.0,9,7
779,16.0,10,6
780,22.0,10,12
781,16.0,6,10
782,15.0,7,8
783,12.0,4,8
784,16.0,6,10
785,18.0,9,9
786,20.0,13,7
787,12.0,5,7
788,14.0,10,4
789,16.0,8,8
790,18.0,10,8
791,11.0,6,5
792,17.0,7,10
793,13.0,5,8
794,12.0,10,2
795,15.0,8,7
796,16.0,8,8
797,7.0,6,1
798,18.0,9,9
799,13.0,6,7
800,16.0,6,10
801,15.0,8,7
802,19.0,10,9
803,19.0,7,12
804,20.0,11,9
805,19.0,10,9
806,19.0,13,6
807,10.0,4,6
808,17.0,10,7
809,12.0,5,7
810,16.0,13,3
811,13.0,4,9
812,14.0,8,6
813,10.0,5,5
814,19.0,8,11
815,15.0,5,10
816,15.0,9,6
817,11.0,7,4
818,14.0,8,6
819,14.0,6,8
820,17.0,8,9
821,16.0,9,7
822,15.0,3,12
823,13.0,8,5
824,14.0,3,11
825,19.0,12,7
826,12.0,3,9
827,18.0,5,13
828,15.0,8,7
829,14.0,6,8
830,15.0,9,6
831,18.0,9,9
832,9.0,1,8
833,15.0,7,8
834,16.0,9,7
835,12.0,6,6
836,10.0,3,7
837,21.0,10,11
838,16.0,12,4
839,20.0,15,5
840,16.0,13,3
841,11.0,6,5
842,14.0,4,10
843,13.0,8,5
844,7.0,5,2
845,24.0,11,13
846,19.0,8,11
847,18.0,12,6
848,20.0,13,7
849,16.0,9,7
850,13.0,6,7
851,19.0,9,10
852,19.0,10,9
853,17.0,6,11
854,18.0,4,14
855,13.0,7,6
856,16.0,6,10
857,26.0,12,14
858,16.0,11,5
859,15.0,8,7
860,22.0,13,9
861,14.0,6,8
862,18.0,10,8
863,16.0,11,5
864,14.0,8,6
865,16.0,8,8
866,11.0,7,4
867,11.0,5,6
868,14.0,6,8
869,16.0,12,4
870,21.0,8,13
871,18.0,9,9
872,13.0,1,12
873,11.0,7,4
874,18.0,12,6
875,18.0,9,9
876,24.0,14,10
877,14.0,3,11
878,15.0,8,7
879,17.0,7,10
880,22.0,10,12
881,18.0,8,10
882,20.0,9,11
883,20.0,10,10
884,17.0,10,7
885,15.0,10,5
886,17.0,9,8
887,15.0,4,11
888,13.0,9,4
889,10.0,4,6
890,16.0,10,6
891,25.0,16,9
892,11.0,2,9
893,18.0,7,11
894,15.0,8,7
895,8.0,7,1
896,14.0,4,10
897,15.0,5,10
898,10.0,6,4
899,24.0,19,5
900,11.0,8,3
901,15.0,7,8
902,14.0,7,7
903,15.0,9,6
904,14.0,6,8
905,12.0,10,2
906,11.0,7,4
907,20.0,10,10
908,16.0,6,10
909,14.0,9,5
910,20.0,8,12
911,15.0,8,7
912,21.0,8,13
913,16.0,7,9
914,14.0,9,5
915,19.0,10,9
916,16.0,9,7
917,18.0,12,6
918,18.0,10,8
919,21.0,13,8
920,14.0,5,9
921,15.0,8,7
922,11.0,7,4
923,21.0,13,8
924,18.0,12,6
925,15.0,6,9
926,18.0,7,11
927,22.0,15,7
928,14.0,7,7
929,18.0,11,7
930,20.0,13,7
931,23.0,8,15
932,18.0,7,11
933,24.0,11,13
934,23.0,7,16
935,12.0,8,4
936,22.0,9,13
937,20.0,8,12
938,20.0,10,10
939,16.0,4,12
940,20.0,8,12
941,19.0,8,11
942,12.0,5,7
943,13.0,7,6
944,10.0,3,7
945,17.0,10,7
946,17.0,10,7
947,19.0,9,10
948,12.0,6,6
949,15.0,8,7
950,18.0,9,9
951,16.0,7,9
952,18.0,11,7
953,23.0,12,11
954,21.0,11,10
955,16.0,5,11
956,19.0,10,9
957,13.0,5,8
958,23.0,10,13
959,19.0,11,8
960,21.0,14,7
961,20.0,6,14
